companyId;companyName;ticker;price;p_L;p_VP;p_Ebit;p_Ativo;eV_Ebit;margemBruta;margemEbit;margemLiquida;p_SR;p_CapitalGiro;p_AtivoCirculante;giroAtivos;roe;roa;roic;dividaliquidaPatrimonioLiquido;dividaLiquidaEbit;pl_Ativo;passivo_Ativo;liquidezCorrente;peg_Ratio;receitas_Cagr5;liquidezMediaDiaria;vpa;lpa;valorMercado;dy;lucros_Cagr5
454;CEB;CEBR6;11,15;4,1135;0,8655;2,9285;0,6074;1,0851;60,43;69,42;49,42;2,033;1,3529;-1,2645;0,3;21,04;14,77;16,48;-0,54;-1,84;0,7;0,09;7,35;-0,04690811;-30,49;118756,0;12,8821;2,7106;801917307,75;34,9415;11,68
454;CEB;CEBR3;11,1;4,0951;0,8617;2,9154;0,6047;1,0851;60,43;69,42;49,42;2,0238;1,3469;-1,2588;0,3;21,04;14,77;16,48;-0,54;-1,84;0,7;0,09;7,35;-0,04669776;-30,49;60777,59;12,8821;2,7106;801917307,75;31,908;11,68
454;CEB;CEBR5;10,91;4,025;0,8469;2,8654;0,5943;1,0851;60,43;69,42;49,42;1,9892;1,3238;-1,2373;0,3;21,04;14,77;16,48;-0,54;-1,84;0,7;0,09;7,35;-0,04589843;-30,49;12441,13;12,8821;2,7106;801917307,75;32,4637;11,68
181;ELECTRO ACO ALTONA;EALT3;8,2;4,2708;0,9014;2,976;0,3527;4,64;23,54;12,74;8,88;0,3792;-14,5758;-0,5716;0,93;21,11;8,26;16,93;0,58;1,91;0,39;0,61;0,94;0,09206157;26,85;4827,57;9,0971;1,92;169072500,0;3,3249;
181;ELECTRO ACO ALTONA;EALT4;6,99;3,6406;0,7684;2,5369;0,3007;4,64;23,54;12,74;8,88;0,3232;-12,4249;-0,4873;0,93;21,11;8,26;16,93;0,58;1,91;0,39;0,61;0,94;0,07847688;26,85;193180,96;9,0971;1,92;169072500,0;4,2906;
376;KLABIN;KLBN11;19,3;4,4242;2,7197;2,9249;0,4896;5,6934;51,69;37,96;25,1;1,1103;2,7497;-0,7006;0,44;61,47;11,07;14,36;2,57;2,77;0,18;0,78;2,45;0,10456742;18,37;134803507,52;7,0963;4,3624;21685066038,16;7,8193;14,58
376;KLABIN;KLBN3;3,87;4,4356;2,7268;2,9325;0,4909;5,6934;51,69;37,96;25,1;1,1132;2,7568;-0,7024;0,44;61,47;11,07;14,36;2,57;2,77;0,18;0,78;2,45;0,10483832;18,37;3139901,67;1,4193;0,8725;21685066038,16;7,7991;14,58
376;KLABIN;KLBN4;3,87;4,4356;2,7268;2,9325;0,4909;5,6934;51,69;37,96;25,1;1,1132;2,7568;-0,7024;0,44;61,47;11,07;14,36;2,57;2,77;0,18;0,78;2,45;0,10483832;18,37;16094971,0;1,4193;0,8725;21685066038,16;7,7991;14,58
234;GAFISA;GFSA3;10,62;-17,8079;0,3119;5,0065;0,0925;20,1136;16,71;10,51;-2,95;0,5261;0,2811;-0,2911;0,18;-1,75;-0,52;-0,03;0,94;15,11;0,3;0,7;1,93;0,118878;-2,22;146706910,44;34,0533;-0,5964;543105961,02;;
211;TEGMA GESTÃO LOGÍSTICA;TGMA3;17,6;8,8005;1,5775;6,6581;1,1219;6,6064;19,84;13,78;10,43;0,9175;4,1939;-2,1566;1,22;17,93;12,75;15,43;-0,01;-0,05;0,71;0,29;2,26;0,38488357;1,74;2961209,81;11,1568;1,9999;1161651304,0;6,3733;57,03
230;CYRELA;CYRE3;14,03;6,8501;0,8649;5,8965;0,3804;7,6253;32,54;17,75;15,28;1,0467;1,0586;-0,8417;0,36;12,63;5,55;7,54;0,25;1,73;0,44;0,52;2,9;-0,47109333;8,44;113539643,74;16,2214;2,0481;5608391469,97;4,0255;40,16
202;AZUL;AZUL4;11,06;-6,298;-0,6948;14,4589;0,7635;27,5186;19,26;6,35;-14,59;0,9187;-1,4377;-1,0604;0,83;-11,03;-12,12;25,84;;23,54;-1,1;2,1;0,35;0,13591998;8,38;123443001,48;-15,9187;-1,7561;3848925443,03;;
287;CAMIL;CAML3;7,68;5,5458;0,8936;3,1763;0,314;6,7936;20,98;8,22;4,71;0,2611;1,1389;-0,7223;1,2;16,11;5,66;11,24;1,02;3,62;0,35;0,65;1,95;0,01835132;12,75;14967813,04;8,5947;1,3848;2688000000,0;4,7517;19,19
266;KARSTEN;CTKA3;21,46;-8,6816;-0,8212;5,4292;0,222;26,2552;35,6;3,99;-2,5;0,2168;0,7899;-0,6995;1,02;-9,46;-2,56;5,3;;22,58;-0,27;1,27;1,7;0,06733275;12,05;4292,0;-26,1335;-2,4719;90049803,34;;
266;KARSTEN;CTKA4;8,5;-3,4387;-0,3253;2,1504;0,0879;26,2552;35,6;3,99;-2,5;0,0859;0,3129;-0,2771;1,02;-9,46;-2,56;5,3;;22,58;-0,27;1,27;1,7;0,02666954;12,05;4872,27;-26,1335;-2,4719;90049803,34;;
310;IGUATEMI EMPRESA DE SHOPPING CENTERS;IGTA3;33,0;222,991;1,7747;11,7107;0,8711;15,1104;60,16;47,52;2,5;5,5645;7,3757;-1,1971;0,16;0,8;0,39;6,98;0,52;3,4;0,49;0,51;1,77;-2,41209098;5,1;;18,5944;0,148;5758073079,0;;-30,7
414;BRASIL PHARMA;BPHA3;0,62;0,0596;-0,2399;0,804;0,9946;1,6586;98,02;1029,99;13896,67;8,2814;-0,3825;-1,1826;0,12;-402,5;1669,02;-36,75;;0,85;-4,15;5,15;0,06;-0,00033804;-68,85;;-2,5848;10,404;70110298,74;;
372;DURATEX;DXCO3;7,02;5,2106;0,9948;4,2011;0,3789;6,8305;34,82;15,97;12,88;0,671;3,6135;-0,5923;0,56;19,09;7,27;11,26;0,62;2,63;0,38;0,62;1,41;-0,23672623;15,88;32591752,52;7,0566;1,3472;5876155906,92;4,8293;116,62
393;MANGELS INDUSTRIAL;MGEL3;19,13;1,3402;-0,585;0,8739;0,1693;5,9393;15,17;12,48;8,14;0,109;0,4328;-0,4777;1,55;-43,65;12,63;21,13;;5,26;-0,29;1,29;2,54;-0,02205751;15,08;;-32,7024;14,2739;86367567,99;;118,86
393;MANGELS INDUSTRIAL;MGEL4;12,6;0,8827;-0,3853;0,5756;0,1115;5,9393;15,17;12,48;8,14;0,0718;0,2851;-0,3146;1,55;-43,65;12,63;21,13;;5,26;-0,29;1,29;2,54;-0,01452821;15,08;51427,83;-32,7024;14,2739;86367567,99;;118,86
491;ALPER;APER3;26,0;15,1507;0,6378;17,2974;0,3864;9,3472;100,0;7,85;8,96;1,3571;3,5423;-0,5442;0,28;4,21;2,55;1,93;-0,29;-7,95;0,61;0,39;1,6;-0,00087925;4,5;951632,3;40,7681;1,7161;298483484,0;0,2663;
186;NORDON INDUSTRIAS METALURGICAS;NORD3;5,65;-4,6561;-0,2512;-102,2169;2,1505;-205,8781;90,06;-22,47;-493,25;22,9659;-0,8084;-2,3101;0,09;-5,4;-46,19;0,33;;-103,66;-8,56;9,56;0,03;-0,0065731;;10142,17;-22,4907;-1,2135;37411395,9;;
334;BANCO BANPARA;BPAR3;182,07;7,2841;1,0202;4,2975;0,1134;4,2975;55,65;14,23;8,39;0,6114;1,2706;-0,1246;0,19;14,01;1,56;;;;0,11;0,89;;0,29617714;4,66;;178,4719;24,9955;1733606633,43;5,6945;0,56
263;SANTANENSE;CTSA4;1,61;-1,2988;0,1602;-2,4675;0,0724;-10,6778;10,14;-3,75;-7,12;0,0924;-1,2478;-0,1048;0,78;-12,34;-5,57;-8,29;0,46;-7,06;0,45;0,55;0,84;0,00644654;9,79;25131,22;10,0476;-1,2396;65666483,16;;
263;SANTANENSE;CTSA8;0,0;0,0;0,0;0,0;0,0;-10,6778;10,14;-3,75;-7,12;0,0;0,0;0,0;0,78;-12,34;-5,57;-8,29;0,46;-7,06;0,45;0,55;0,84;0,0;9,79;;10,0476;-1,2396;65666483,16;;
263;SANTANENSE;CTSA3;2,36;-1,9038;0,2349;-3,617;0,1061;-10,6778;10,14;-3,75;-7,12;0,1355;-1,829;-0,1537;0,78;-12,34;-5,57;-8,29;0,46;-7,06;0,45;0,55;0,84;0,00944959;9,79;7170,19;10,0476;-1,2396;65666483,16;;
215;MAGAZINE LUIZA;MGLU3;4,05;-73,8544;2,5296;109,4149;0,7598;129,5976;27,34;0,7;-1,04;0,7693;3,6129;-1,7918;0,99;-3,43;-1,03;-4,74;0,47;20,18;0,3;0,7;1,58;0,48715267;29,98;668559661,3;1,601;-0,0548;27333153734,4;;
165;SONDOTECNICA;SOND6;32,35;4,8501;1,3731;4,2605;0,8759;3,1808;38,27;15,46;13,58;0,6587;2,792;-2,0476;1,33;28,31;18,06;18,11;-0,52;-1,6;0,64;0,36;2,21;0,0285761;-0,97;3235,0;23,5595;6,6699;89283745,0;20,5062;
165;SONDOTECNICA;SOND3;46,01;6,8981;1,9529;6,0595;1,2458;3,1808;38,27;15,46;13,58;0,9368;3,9709;-2,9122;1,33;28,31;18,06;18,11;-0,52;-1,6;0,64;0,36;2,21;0,04064254;-0,97;;23,5595;6,6699;89283745,0;13,1073;
165;SONDOTECNICA;SOND5;31,15;4,6702;1,3222;4,1024;0,8434;3,1808;38,27;15,46;13,58;0,6342;2,6884;-1,9716;1,33;28,31;18,06;18,11;-0,52;-1,6;0,64;0,36;2,21;0,02751609;-0,97;9345,0;23,5595;6,6699;89283745,0;21,2962;
620;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;DMVF3;3,88;9,6164;0,2319;6,5123;0,1358;5,7166;32,2;2,15;1,46;0,1401;2,9431;-0,1873;0,97;2,41;1,41;1,57;-0,03;-0,8;0,59;0,41;1,2;0,03127874;;179149,48;16,7294;0,4035;196339026,96;;
770;BANCO MODAL S.A;MODL11;8,46;27,4091;1,509;11,4981;0,2476;11,4981;58,04;12,02;5,04;1,3821;;-0,3138;0,18;5,51;0,9;;;;0,16;0,84;;-1,51485575;;3256574,36;5,6065;0,3087;1985844000,0;2,6999;
770;BANCO MODAL S.A;MODL3;2,32;22,5493;1,2414;9,4595;0,2037;11,4981;58,04;12,02;5,04;1,137;;-0,2582;0,18;5,51;0,9;;;;0,16;0,84;;-1,2462643;;8571820,7;1,8688;0,1029;1985844000,0;4,2249;
770;BANCO MODAL S.A;MODL4;2,72;26,4371;1,4554;11,0904;0,2389;11,4981;58,04;12,02;5,04;1,3331;;-0,3027;0,18;5,51;0,9;;;;0,16;0,84;;-1,46113746;;31974,18;1,8688;0,1029;1985844000,0;2,7992;
657;REDE D OR SÃO LUIZ S.A.;RDOR3;28,74;47,9664;4,8277;16,6802;1,1723;20,6807;22,54;17,63;6,13;2,941;4,3256;-2,04;0,4;10,06;2,44;8,46;1,16;4,0;0,24;0,74;2,76;-9,16468785;;147976701,11;5,9532;0,5992;65794269036,6;1,4103;
487;ENAUTA PARTICIPAÇÕES;ENAT3;14,48;4,315;0,9665;2,6777;0,6314;1,9699;41,49;65,2;40,46;1,7457;5,2333;-0,8978;0,36;22,4;14,63;22,43;-0,26;-0,71;0,65;0,35;1,69;0,10595008;30,52;15479899,07;14,9823;3,3557;3848883984,4;11,7984;42,3
348;524 PARTICIPAÇÕES;QVQP3B;0,0;0,0;0,0;0,0;0,0;0,9167;;;;;0,0;;0,0;-98,4;-98,4;-105,6;-0,97;0,92;1,0;0,0;;0,0;;;0,0001;-0,0001;0,0;;
570;STATKRAFT ENERGIAS RENOVAVEIS S.A.;STKF3;0,0;0,0;0,0;0,0;0,0;2,0298;46,97;33,03;25,63;0,0;0,0;0,0;0,16;6,46;4,18;4,48;0,17;2,03;0,65;0,35;2,61;0,0;15,48;;6,8424;0,4417;0,0;;
768;BOA SAFRA SEMENTES S.A.;SOJA3;11,64;11,5759;1,8614;11,1096;0,8137;11,6308;10,12;8,27;7,93;0,9184;3,1352;-2,8017;0,89;16,08;7,03;9,42;0,09;0,52;0,44;0,52;1,58;-0,87967482;;1998870,48;6,2532;1,0055;1363513394,64;0,9387;
363;BRAZILIAN FINANCE E REAL ESTATE;BFRE12;0,0;0,0;0,0;0,0;0,0;;23,17;145,28;62,05;0,0;0,0;0,0;0,08;5,35;4,87;;;;0,91;0,09;;0,0;;;280393,3054;14987,4477;;;-1,31
363;BRAZILIAN FINANCE E REAL ESTATE;BFRE11;0,0;0,0;0,0;0,0;0,0;;23,17;145,28;62,05;0,0;0,0;0,0;0,08;5,35;4,87;;;;0,91;0,09;;0,0;;;280393,3054;14987,4477;;;-1,31
398;GERDAU;GGBR3;26,0;3,1605;0,8845;2,1996;0,5454;2,707;24,43;23,0;16,01;0,5059;2,0827;-1,0306;1,08;27,99;17,26;25,44;0,09;0,22;0,62;0,38;2,25;0,53178029;15,78;923803,11;29,3942;8,2266;49280015303,8;13,9615;
398;GERDAU;GGBR4;31,24;3,7975;1,0628;2,6429;0,6553;2,707;24,43;23,0;16,01;0,6078;2,5024;-1,2384;1,08;27,99;17,26;25,44;0,09;0,22;0,62;0,38;2,25;0,63895447;15,78;312413384,52;29,3942;8,2266;49280015303,8;11,6197;
210;SIMPAR S.A.;SIMH3;7,39;11,7533;2,2366;1,2772;0,105;6,5436;32,54;23,0;2,5;0,2937;0,4545;-0,174;0,36;19,03;0,89;9,46;9,22;5,27;0,05;0,91;2,4;-0,4988435;16,28;25355023,78;3,3041;0,6288;6195834447,51;8,8422;
613;AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A;AMBP3;22,58;27,6711;2,4675;4,4412;0,3166;9,8049;21,94;17,5;2,81;0,7772;1,1639;-0,5986;0,41;8,92;1,14;7,78;2,98;5,36;0,13;0,84;2,37;-0,86663988;;23626856,52;9,1509;0,816;2550085577,04;1,3427;
185;METALFRIO SOLUTIONS;FRIO3;25,3;-1,6919;-0,4658;0,5555;0,0568;6,421;18,12;8,99;-2,95;0,0499;-0,2573;-0,1845;1,14;-27,53;-3,36;12,54;;5,87;-0,12;1,1;0,76;-0,06863844;15,09;6323,0;-54,3103;-14,9537;103900876,2;;
647;MÉLIUZ S.A.;CASH3;1,04;-13,7625;1,1585;-5,2251;0,68;-0,8699;-47,13;-47,12;-17,89;2,4622;1,916;-2,0525;0,28;-8,42;-4,94;-25,87;-0,97;4,36;0,59;0,4;2,13;-0,01112906;;30738681,59;0,8977;-0,0756;899529216,56;;
636;MELNICK EVEN DESENVOLVIMENTO IMOBILIÁRIO S.A.;MELK3;2,9;5,4313;0,5032;6,8154;0,2744;4,5462;23,62;8,39;10,53;0,5717;0,6701;-0,9889;0,48;9,26;5,05;4,78;-0,17;-2,27;0,55;0,41;2,31;0,05081327;;1159762,33;5,7631;0,5339;603111088,9;7,2254;
465;ISA CTEEP;TRPL3;29,03;7,4063;1,19;4,7556;0,5959;5,7351;65,19;71,11;45,66;3,3817;4,9789;-0,699;0,18;16,07;8,05;14,19;0,42;1,68;0,5;0,48;5,29;-0,23758553;-6,6;59512,41;24,3953;3,9197;16300716032,52;3,6597;-12,14
465;ISA CTEEP;TRPL4;21,98;5,6076;0,901;3,6007;0,4511;5,7351;65,19;71,11;45,66;2,5605;3,7697;-0,5292;0,18;16,07;8,05;14,19;0,42;1,68;0,5;0,48;5,29;-0,17988735;-6,6;45032015,07;24,3953;3,9197;16300716032,52;4,8335;-12,14
429;ODONTOPREV;ODPV3;11,7;14,9664;5,5146;11,9209;3,1263;11,2809;61,42;29,78;23,72;3,5496;-46,3801;-4,4601;0,88;36,85;20,89;30,67;-0,3;-0,64;0,57;0,43;0,82;0,83372459;6,18;25202772,89;2,1216;0,7818;6651049895,1;2,5945;15,52
440;CASAN;CASN3;15,01;146,1542;7,7158;65,8576;3,3674;58,1484;43,68;16,23;7,31;10,688;-134,0076;-3,8381;0,32;5,28;2,3;4,87;0,81;6,9;0,44;0,56;0,83;-4,84815111;5,83;;1,9454;0,1027;11094218905,01;0,2327;28,01
440;CASAN;CASN4;8,37;81,4997;4,3026;36,724;1,8778;58,1484;43,68;16,23;7,31;5,9599;-74,7264;-2,1402;0,32;5,28;2,3;4,87;0,81;6,9;0,44;0,56;0,83;-2,70346601;5,83;;1,9454;0,1027;11094218905,01;0,4579;28,01
743;SENDAS DISTRIBUIDORA S.A.;ASAI3;18,85;18,9648;7,0742;9,4824;0,6983;12,4373;16,39;5,35;2,68;0,5074;-20,6931;-1,0527;1,38;37,3;3,68;16,95;2,2;2,95;0,1;0,9;0,91;-0,78384796;;170398929,48;2,6646;0,9939;25431767676,9;0,8599;
195;RECRUSUL;RCSL3;1,47;-18,0007;-1,4643;119,0816;0,8665;69,2493;11,35;0,66;-4,4;0,7911;16,3576;-1,5788;1,1;-8,13;-4,81;-1,03;;-1,36;-0,59;1,6;1,13;-0,04755596;;839056,11;-1,0039;-0,0817;33043689,09;;
195;RECRUSUL;RCSL4;0,57;-6,9799;-0,5678;46,1745;0,336;69,2493;11,35;0,66;-4,4;0,3068;6,3427;-0,6122;1,1;-8,13;-4,81;-1,03;;-1,36;-0,59;1,6;1,13;-0,01844007;;416582,15;-1,0039;-0,0817;33043689,09;;
285;BIOSEV;BSEV3;9,0;10,2235;-10,8424;3,1675;0,7757;5,4629;26,77;17,92;5,55;0,5675;-1,5859;-1,1284;1,37;-106,05;7,59;30,9;;2,3;-0,07;1,07;0,39;-0,06474106;10,88;;-0,8301;0,8803;9183864834,0;;
311;JEREISSATI;IGTI3;2,55;195,7669;0,7802;6,6611;0,4133;13,1549;60,31;45,08;1,53;3,0027;2,4344;-0,6101;0,14;0,4;0,21;5,57;0,3;2,52;0,53;0,47;2,11;-2,16366997;5,11;267166,93;3,2682;0,013;4986378486,4;1,9121;-5,85
311;JEREISSATI;IGTI4;8,39;644,1114;2,5672;21,9164;1,36;13,1549;60,31;45,08;1,53;9,8793;8,0095;-2,0075;0,14;0,4;0,21;5,57;0,3;2,52;0,53;0,47;2,11;-7,11889846;5,11;26081,2;3,2682;0,013;4986378486,4;1,7435;-5,85
311;JEREISSATI;IGTI11;18,88;483,1476;1,9256;16,4395;1,0201;13,1549;60,31;45,08;1,53;7,4105;6,0079;-1,5058;0,14;0,4;0,21;5,57;0,3;2,52;0,53;0,47;2,11;-5,33988092;5,11;54470823,81;9,8046;0,0391;4986378486,4;1,8078;-5,85
396;FERBASA;FESA3;58,29;4,4889;1,6931;3,9612;1,2961;3,452;50,23;41,83;36,91;1,657;4,0366;-2,2753;0,78;37,72;28,87;32,81;-0,16;-0,38;0,77;0,23;3,94;0,02833525;16,87;23163,33;34,4285;12,9853;4974476800,0;8,3874;75,11
396;FERBASA;FESA4;55,34;4,2617;1,6074;3,7607;1,2305;3,452;50,23;41,83;36,91;1,5731;3,8323;-2,1602;0,78;37,72;28,87;32,81;-0,16;-0,38;0,77;0,23;3,94;0,02690123;16,87;8679071,89;34,4285;12,9853;4974476800,0;9,718;75,11
485;VULCABRAS;VULC3;11,51;8,3983;1,7561;7,2649;1,1912;7,6477;36,33;16,1;13,93;1,1698;2,82;-3,6975;1,02;20,91;14,18;18,86;0,09;0,38;0,68;0,32;2,65;0,48591963;10,48;2827959,96;6,5544;1,3705;2828654368,44;3,2146;56,66
468;ELETROPAULO;ELPL3;8,31;1,2519;0,9515;0,5462;0,0514;2,7599;23,33;15,46;6,75;0,0845;2,1396;-0,0721;0,61;76,01;4,1;27,43;3,86;2,21;0,05;0,95;1,09;-0,15592474;12,36;;8,7333;6,6379;1640949623,22;;
488;ALPARGATAS;ALPA3;11,26;17,6225;1,3125;21,7511;0,9724;23,0216;46,83;8,91;11,0;1,9386;5,6747;-1,613;0,5;7,45;5,52;4,82;0,02;0,4;0,74;0,26;1,76;-6,06992647;-0,53;85394,85;8,5793;0,639;8000476999,42;;3,84
488;ALPARGATAS;ALPA4;12,16;19,031;1,4174;23,4896;1,0501;23,0216;46,83;8,91;11,0;2,0935;6,1283;-1,742;0,5;7,45;5,52;4,82;0,02;0,4;0,74;0,26;1,76;-6,55508933;-0,53;50842009,67;8,5793;0,639;8000476999,42;;3,84
206;MRS LOGÍSTICA;MRSA3B;26,0;12,6953;1,7148;5,7951;0,6712;7,3136;35,11;29,39;13,42;1,7031;-30,4771;-0,807;0,39;13,51;5,29;13,87;0,54;1,81;0,39;0,61;0,88;-0,66636599;6,19;2550,0;15,1617;2,048;8394098099,78;1,7993;10,77
206;MRS LOGÍSTICA;MRSA5B;22,06;10,7715;1,455;4,9169;0,5695;7,3136;35,11;29,39;13,42;1,445;-25,8586;-0,6847;0,39;13,51;5,29;13,87;0,54;1,81;0,39;0,61;0,88;-0,56538592;6,19;2256,0;15,1617;2,048;8394098099,78;2,3327;10,77
206;MRS LOGÍSTICA;MRSA6B;23,06;11,2598;1,5209;5,1398;0,5953;7,3136;35,11;29,39;13,42;1,5105;-27,0308;-0,7157;0,39;13,51;5,29;13,87;0,54;1,81;0,39;0,61;0,88;-0,59101538;6,19;4613,0;15,1617;2,048;8394098099,78;2,2315;10,77
391;PARANAPANEMA;PMAM3;4,89;-0,2364;-0,1309;-0,4146;0,0838;-6,4917;-1,81;-17,79;-31,19;0,0737;-0,2654;-0,1125;1,14;-55,37;-35,46;-34,44;;-6,08;-0,64;1,64;0,45;-0,00250752;0,55;399052,26;-37,3594;-20,6845;212244821,61;;
791;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S.A;LVTC3;7,44;10,4921;0,7425;4,4284;0,2842;2,7744;24,78;10,16;4,29;0,4498;0,8382;-0,6866;0,63;7,08;2,71;14,97;-0,28;-1,65;0,38;0,62;2,37;-0,26216646;;2184956,19;10,0196;0,7091;481093188,72;2,3387;
208;LOG-IN LOGÍSTICA INTERMODAL;LOGN3;33,14;25,3441;6,0434;9,9863;1,1587;12,3902;22,96;18,52;7,3;1,8499;6,4427;-1,8258;0,63;23,85;4,57;15,75;1,45;2,4;0,19;0,81;1,97;-0,75329785;11,96;4545919,41;5,4837;1,3076;3528637539,74;;8,15
308;GENERAL SHOPPING;GSHP3;16,8;-0,1856;-0,0393;0,5463;0,0212;28,9464;71,96;38,61;-113,63;0,211;-1,5065;-0,0254;0,1;-21,19;-11,42;3,61;;28,4;-0,54;1,54;0,92;-0,00106291;-12,81;16254,08;-427,0646;-90,4945;32403319,2;;
295;MINERVA;BEEF3;13,68;9,9967;13,3564;3,2447;0,3894;5,7748;18,34;8,09;2,63;0,2625;1,3919;-1,2113;1,48;133,61;3,9;15,04;10,41;2,53;0,03;0,97;1,7;0,2096508;22,82;101923986,63;1,0242;1,3685;8307637007,76;4,1049;33,65
356;WIZ;WIZS3;7,02;7,1905;2,5839;3,1191;0,5635;3,2012;58,2;41,06;17,81;1,2808;-11,7267;-0,6868;0,44;35,93;7,84;22,59;0,07;0,08;0,22;0,51;0,79;-0,49855112;15,13;6404796,26;2,7168;0,9763;1122549119,64;8,3754;1,48
278;SÃO PAULO TURISMO;AHEB6;19,31;-4,9838;-2,04;-21,5495;0,5687;-22,4129;30,92;-3,68;-15,89;0,792;-166,9864;-0,7656;0,72;-40,93;-11,41;11,01;;-0,11;-0,28;1,28;0,99;0,10998662;-1,24;1931,0;-9,4658;-3,8746;170784028,27;;
278;SÃO PAULO TURISMO;AHEB3;20,0;-5,1618;-2,1129;-22,3195;0,5891;-22,4129;30,92;-3,68;-15,89;0,8203;-172,9533;-0,7929;0,72;-40,93;-11,41;11,01;;-0,11;-0,28;1,28;0,99;0,11391675;-1,24;16351,2;-9,4658;-3,8746;170784028,27;;
278;SÃO PAULO TURISMO;AHEB5;22,0;-5,678;-2,3242;-24,5514;0,648;-22,4129;30,92;-3,68;-15,89;0,9023;-190,2487;-0,8722;0,72;-40,93;-11,41;11,01;;-0,11;-0,28;1,28;0,99;0,12530843;-1,24;;-9,4658;-3,8746;170784028,27;;
200;SANTOS BRASIL;STBP3;8,64;17,7582;3,4869;13,7233;1,5039;12,9364;43,91;28,52;22,04;3,914;14,3884;-1,9027;0,38;19,64;8,47;15,41;-0,2;-0,79;0,43;0,57;1,99;0,12336369;13,09;42703581,15;2,4778;0,4865;7461956787,84;7,6264;
470;ENERGISA MATO GROSSO;ENMT3;80,6;14,566;5,1633;9,4109;1,4812;11,6346;29,95;25,13;16,24;2,3654;19,6248;-1,9915;0,63;35,45;10,17;19,83;1,14;2,08;0,29;0,71;1,42;2,922481;16,93;64416,6;15,6103;5,5334;17919203396,9;4,3919;56,02
470;ENERGISA MATO GROSSO;ENMT4;82,5;14,9094;5,285;9,6328;1,5162;11,6346;29,95;25,13;16,24;2,4211;20,0874;-2,0385;0,63;35,45;10,17;19,83;1,14;2,08;0,29;0,71;1,42;2,99137323;16,93;34900,6;15,6103;5,5334;17919203396,9;4,2907;56,02
411;ULTRAPAR PARTICIPAÇÕES;UGPA3;12,64;10,3768;1,2918;5,5587;0,4138;8,6639;3,61;1,91;1,02;0,106;2,372;-0,8326;3,9;12,45;3,99;9,54;0,72;3,11;0,32;0,67;1,53;0,20127904;7,24;70059059,3;9,7845;1,2181;14095787731,2;4,6113;-2,75
460;CEEE-D;CEED3;35,37;9,4478;-0,8709;6,6578;0,3879;12,3188;18,16;7,89;5,56;0,5253;1012,6581;-0,5795;0,74;-9,22;4,11;-284,64;;5,66;-0,45;1,45;1,0;-0,07407126;12,08;7246,5;-40,6127;3,7437;2414116188,92;;
460;CEEE-D;CEED4;35,0;9,3489;-0,8618;6,5881;0,3839;12,3188;18,16;7,89;5,56;0,5198;1002,0648;-0,5735;0,74;-9,22;4,11;-284,64;;5,66;-0,45;1,45;1,0;-0,07329641;12,08;3500,0;-40,6127;3,7437;2414116188,92;;
803;VITTIA FERTILIZANTES E BIOLOGICOS S.A.;VITT3;11,52;11,5784;3,4111;8,9397;1,8715;10,07;37,01;20,66;15,95;1,8469;6,1254;-5,4812;1,01;29,46;16,16;19,98;0,43;1,13;0,55;0,45;1,87;0,27643871;;2130412,3;3,3772;0,995;1647925712,64;3,1709;
293;JBS;JBSS3;18,79;2,1285;0,9412;1,3254;0,202;3,7952;17,96;8,29;5,16;0,1099;1,579;-0,3395;1,84;44,22;9,49;18,49;1,75;2,47;0,21;0,77;1,46;0,24791314;15,53;180421973,48;19,9638;8,8278;41678406592,3;10,644;142,49
220;SARAIVA;SLED4;1,38;0,0871;-0,0363;0,0553;0,0972;0,3937;43,87;290,32;184,23;0,1605;-0,1251;-0,1372;0,61;-41,73;111,56;-85,85;;0,32;-2,67;3,67;0,27;-0,00050263;-44,82;69581,26;-37,97;15,8439;17239932,73;;
220;SARAIVA;SLED3;7,25;0,4576;-0,1909;0,2904;0,5105;0,3937;43,87;290,32;184,23;0,843;-0,6571;-0,7209;0,61;-41,73;111,56;-85,85;;0,32;-2,67;3,67;0,27;-0,0026406;-44,82;5854,59;-37,97;15,8439;17239932,73;;
199;ECORODOVIAS;ECOR3;3,97;18,9634;1,2267;2,0725;0,1531;9,2056;30,72;24,54;2,68;0,5087;-4,0067;-0,1838;0,3;6,47;0,81;7,7;4,22;7,13;0,12;0,86;0,81;-0,12341227;10,46;21295711,78;3,2362;0,2094;2764446869,28;0,1911;
214;PLASCAR PARTICIPAÇÕES;PLAS3;9,0;-1,3093;-0,3211;28,7035;0,159;92,1319;14,34;0,5;-10,85;0,1421;-0,35;-0,2278;1,12;-24,52;-12,14;-3,41;;63,43;-0,5;1,5;0,4;0,05204719;11,76;4570,23;-28,0307;-6,8737;111828762,0;;
275;BICICLETAS MONARK;BMKS3;382,78;7,646;0,8918;16,4948;0,8024;2,0361;27,02;58,86;126,97;9,7083;1,0447;-3,8385;0,08;11,66;10,49;3,03;-0,78;-14,46;0,9;0,11;25,81;0,01686953;-1,89;13426,33;429,2029;50,0627;174069205,0;4,6705;7,47
