TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
CSMG3;13,44;4,90;11,92;0,73;0,41;33,75;12,42;7,10;6,82;10,73;3,91;0,42;0,85;13,49;-0,49;1,21;6,10;3,43;6,30;0,56;0,44;0,48;7,89;-0,26;26.122.615,79;18,46;1,13;-0,21;5.110.601.247,36
CSNA3;13,60;6,42;5,22;0,85;0,23;36,21;26,97;8,05;1,56;3,12;1,57;0,86;0,42;1,40;-0,40;1,68;16,25;4,50;12,86;0,28;0,69;0,56;22,81;;163.485.954,38;16,04;2,61;-0,07;17.889.007.345,03
CSRN3;23,11;16,99;6,92;2,78;0,71;27,11;22,20;14,91;4,65;6,76;2,19;1,31;1,03;-11,63;-0,98;0,82;40,13;10,29;19,59;0,26;0,74;0,69;15,05;26,78;9.306,90;8,32;3,34;0,25;3.814.817.452,79
CSRN5;21,30;20,28;6,38;2,56;0,66;27,11;22,20;14,91;4,29;6,76;2,19;1,31;0,95;-10,72;-0,90;0,82;40,13;10,29;19,59;0,26;0,74;0,69;15,05;26,78;4.807,83;8,32;3,34;0,23;3.814.817.452,79
CSRN6;20,95;20,62;6,28;2,52;0,65;27,11;22,20;14,91;4,22;6,76;2,19;1,31;0,94;-10,54;-0,89;0,82;40,13;10,29;19,59;0,26;0,74;0,69;15,05;26,78;3.631,85;8,32;3,34;0,23;3.814.817.452,79
CTCA3;0,00;;0,00;0,00;0,00;67,41;43,96;31,80;0,00;-1,64;-1,64;-0,38;0,00;0,00;0,00;3,65;16,94;14,42;14,11;0,85;0,15;0,45;25,98;60,63;;2,47;0,42;0,00;0,00
CTKA3;27,50;;46,41;-1,05;0,28;36,88;5,10;0,62;5,60;21,88;18,17;;0,29;1,01;-0,90;1,70;-2,27;0,61;6,07;-0,27;1,27;1,00;12,05;;8.730,00;-26,13;0,59;-0,48;113.091.214,20
CTKA4;10,20;;17,21;-0,39;0,11;36,88;5,10;0,62;2,08;21,88;18,17;;0,11;0,38;-0,33;1,70;-2,27;0,61;6,07;-0,27;1,27;1,00;12,05;;11.846,96;-26,13;0,59;-0,18;113.091.214,20
CTNM3;6,70;;-1,57;0,29;0,05;31,14;5,88;-6,12;1,64;10,38;9,31;1,67;0,10;0,73;-0,09;1,20;-18,64;-3,29;4,23;0,18;0,68;0,54;-3,61;;4.539,83;22,87;-4,26;-0,07;134.355.956,22
CTNM4;2,43;;-0,57;0,11;0,02;31,14;5,88;-6,12;0,59;10,38;9,31;1,67;0,03;0,26;-0,03;1,20;-18,64;-3,29;4,23;0,18;0,68;0,54;-3,61;;24.186,03;22,87;-4,26;-0,02;134.355.956,22
CTSA3;1,46;;-26,37;0,56;0,25;13,53;0,79;-1,14;37,97;74,49;36,79;0,54;0,30;-13,87;-0,38;0,95;-2,13;-0,96;-3,93;0,45;0,55;0,84;9,79;;41.812,24;2,60;-0,06;0,19;161.383.738,50
CTSA4;0,70;;-12,64;0,27;0,12;13,53;0,79;-1,14;18,20;74,49;36,79;0,54;0,14;-6,65;-0,18;0,95;-2,13;-0,96;-3,93;0,45;0,55;0,84;9,79;;80.108,03;2,60;-0,06;0,09;161.383.738,50
CTSA8;0,00;;0,00;0,00;0,00;13,53;0,79;-1,14;0,00;74,49;36,79;0,54;0,00;0,00;0,00;0,95;-2,13;-0,96;-3,93;0,45;0,55;0,84;9,79;;;2,60;-0,06;0,00;161.383.738,50
CURY3;10,90;6,30;9,96;4,91;1,09;37,18;20,66;15,99;7,71;7,03;-0,68;-0,43;1,59;4,19;-4,13;1,55;49,26;10,95;30,59;0,22;0,73;0,68;;;19.113.172,74;2,22;1,09;0,04;3.181.438.459,20
CVCB3;7,48;;-4,23;4,22;0,44;100,00;-20,62;-44,26;-9,08;-9,91;-0,94;0,44;1,87;-2,56;-1,08;0,78;-99,70;-10,28;-22,18;0,10;0,90;0,23;-4,94;;113.799.706,03;1,77;-1,77;-0,01;2.046.085.140,42
CXSE3;8,99;6,01;11,85;2,47;2,44;;;;10,33;9,99;-0,24;-0,06;;38,81;-2,64;6,63;20,85;20,62;20,45;0,99;0,01;0,00;;15,87;23.381.085,71;3,64;0,76;0,47;26.700.000.000,00
CYRE3;16,25;3,48;8,46;1,00;0,44;32,67;17,69;15,09;7,22;9,04;1,83;0,25;1,28;1,23;-0,97;2,90;11,84;5,21;7,14;0,44;0,52;0,35;8,44;38,37;114.039.768,44;16,22;1,92;-0,13;6.487.825.627,77
DASA3;20,12;1,50;-63,89;1,51;0,45;29,20;6,23;-1,49;15,27;25,30;9,96;0,98;0,95;7,30;-0,62;1,29;-2,36;-0,70;4,22;0,30;0,70;0,47;27,93;;9.945.727,09;13,33;-0,31;-0,33;11.334.892.498,08
DESK3;10,81;0,13;28,92;1,05;0,39;56,48;24,01;6,00;7,23;10,85;3,63;0,53;1,73;-15,70;-0,50;0,90;3,63;1,36;6,80;0,37;0,62;0,23;;;3.019.153,76;10,29;0,37;0,63;941.543.060,40
DEXP3;6,79;5,67;3,69;1,21;0,48;19,23;12,15;7,93;2,41;3,20;0,81;0,41;0,29;1,16;-1,37;2,75;32,86;13,05;26,68;0,40;0,52;1,64;32,29;26,90;2.353.766,88;5,60;1,84;0,25;633.453.646,80
DEXP4;6,40;6,34;3,48;1,14;0,45;19,23;12,15;7,93;2,27;3,20;0,81;0,41;0,28;1,10;-1,29;2,75;32,86;13,05;26,68;0,40;0,52;1,64;32,29;26,90;58.429,59;5,60;1,84;0,23;633.453.646,80
DIRR3;15,19;3,09;14,20;1,67;0,40;35,71;18,38;8,04;6,21;6,91;0,68;0,18;1,14;0,97;-0,82;4,64;11,76;2,79;11,90;0,24;0,73;0,35;5,52;;24.906.472,79;9,09;1,07;0,83;2.284.500.000,00
DMMO3;1,76;;-40,31;-1,78;2,61;65,75;9,94;-7,55;30,60;28,13;-2,64;;3,04;8,73;-6,30;2,04;-4,42;-6,47;-5,82;-1,47;2,47;0,86;-1,34;;29.701.501,97;-0,99;-0,04;0,38;902.142.572,13
DMVF3;4,45;;14,51;0,27;0,16;32,08;1,30;1,18;13,15;11,39;-1,79;-0,04;0,17;3,51;-0,22;1,19;1,84;1,07;-0,38;0,58;0,42;0,91;;;440.948,76;16,66;0,31;0,16;225.688.675,32
DOHL3;18,79;1,10;28,41;2,01;1,49;26,54;7,03;7,59;30,71;25,28;0,57;0,04;2,16;3,43;-3,16;5,83;7,06;5,26;5,37;0,75;0,25;0,69;9,46;26,48;17.007,00;9,37;0,66;-0,47;1.143.526.564,35
DOHL4;5,57;4,07;8,42;0,59;0,44;26,54;7,03;7,59;9,10;25,28;0,57;0,04;0,64;1,02;-0,94;5,83;7,06;5,26;5,37;0,75;0,25;0,69;9,46;26,48;18.448,21;9,37;0,66;-0,14;1.143.526.564,35
DOTZ3;2,25;;-3,19;-2,34;0,85;88,94;-80,50;-74,69;-2,96;-1,17;1,78;;2,38;-6,25;-4,27;0,85;-73,50;-26,75;146,79;-0,36;1,36;0,36;;;176.121,68;-0,96;-0,71;-0,06;295.833.108,48
DTCY3;6,59;;-15,22;-32,09;5,94;15,13;-63,26;-64,99;-15,63;-20,88;0,14;;9,89;-20,30;-9,34;0,55;-210,85;-39,05;590,19;-0,19;1,19;0,60;-8,48;;8.832,72;-0,21;-0,43;-6,77;98.595.339,84
DTCY4;62,60;;-144,57;-304,82;56,45;15,13;-63,26;-64,99;-148,51;-20,88;0,14;;93,95;-192,81;-88,71;0,55;-210,85;-39,05;590,19;-0,19;1,19;0,60;-8,48;;;-0,21;-0,43;-64,29;98.595.339,84
DXCO3;10,47;12,23;6,48;1,39;0,52;34,90;16,51;14,01;5,50;7,96;2,47;0,62;0,91;4,46;-0,83;1,44;21,41;7,98;12,75;0,37;0,63;0,57;15,88;120,37;37.751.749,12;7,54;1,62;-0,99;7.959.672.467,46
EALT3;10,29;11,96;4,77;1,17;0,44;24,86;13,58;10,14;3,56;5,11;1,80;0,59;0,48;33,80;-0,74;1,03;24,54;9,21;18,20;0,38;0,62;0,91;26,85;;11.430,14;8,79;2,16;0,06;215.077.500,00
EALT4;9,00;14,99;4,17;1,02;0,38;24,86;13,58;10,14;3,12;5,11;1,80;0,59;0,42;29,57;-0,65;1,03;24,54;9,21;18,20;0,38;0,62;0,91;26,85;;289.400,03;8,79;2,16;0,06;215.077.500,00
ECOR3;5,72;;24,77;1,87;0,25;33,97;28,33;3,20;2,80;9,02;6,21;4,16;0,79;-5,38;-0,28;0,69;7,57;1,01;9,77;0,13;0,85;0,32;10,46;;36.771.106,44;3,05;0,23;-0,17;3.996.958.445,76
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;27.075,00;74,46;-9,14;0,14;171.908.947,31
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;9.036,67;74,46;-9,14;0,14;171.908.947,31
EEEL3;294,77;42,83;34,11;2,51;0,67;57,24;21,27;7,48;12,00;15,08;3,01;0,63;2,55;3,26;-1,01;2,53;7,37;1,96;2,40;0,27;0,73;0,26;-8,60;-38,17;156.401,00;117,30;8,64;-0,40;2.864.486.063,75
EEEL4;410,00;33,87;47,44;3,50;0,93;57,24;21,27;7,48;16,69;15,08;3,01;0,63;3,55;4,54;-1,40;2,53;7,37;1,96;2,40;0,27;0,73;0,26;-8,60;-38,17;100.734,67;117,30;8,64;-0,56;2.864.486.063,75
EGIE3;39,69;5,64;18,45;4,09;0,82;52,09;43,85;14,37;6,05;9,08;3,04;2,06;2,65;14,54;-1,02;1,40;22,15;4,43;17,69;0,20;0,80;0,31;14,25;2,55;80.697.060,97;9,71;2,15;-0,71;32.327.057.058,80
EKTR3;30,02;16,45;5,31;1,88;0,55;25,38;21,62;12,26;3,01;5,00;1,88;1,17;0,65;7,28;-0,85;1,28;35,33;10,42;18,99;0,29;0,71;0,85;12,33;25,50;3.001,50;15,99;5,65;0,12;6.023.466.070,09
EKTR4;32,05;16,95;5,67;2,00;0,59;25,38;21,62;12,26;3,21;5,00;1,88;1,17;0,70;7,77;-0,91;1,28;35,33;10,42;18,99;0,29;0,71;0,85;12,33;25,50;75.246,82;15,99;5,65;0,12;6.023.466.070,09
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELET3;44,07;1,76;18,01;1,29;0,54;68,27;32,11;14,26;8,00;9,91;1,88;0,30;2,57;5,88;-0,69;1,71;7,15;2,98;6,39;0,42;0,58;0,21;-9,01;10,45;477.113.961,71;34,25;2,45;20,96;101.829.638.881,18
ELET5;62,46;3,45;25,52;1,82;0,76;68,27;32,11;14,26;11,33;9,91;1,88;0,30;3,64;8,34;-0,97;1,71;7,15;2,98;6,39;0,42;0,58;0,21;-9,01;10,45;6.450,00;34,25;2,45;29,71;101.829.638.881,18
ELET6;45,33;3,56;18,52;1,32;0,55;68,27;32,11;14,26;8,23;9,91;1,88;0,30;2,64;6,05;-0,71;1,71;7,15;2,98;6,39;0,42;0,58;0,21;-9,01;10,45;146.738.450,41;34,25;2,45;21,56;101.829.638.881,18
ELMD3;10,65;;-157,09;2,03;0,76;32,68;7,77;-1,62;32,81;44,77;12,12;0,75;2,55;-10,07;-0,90;0,67;-1,29;-0,49;2,58;0,38;0,55;0,30;;;1.786.224,53;5,26;-0,07;1,89;1.483.827.781,80
ELPL3;8,31;;1,18;0,95;0,05;20,36;14,20;6,64;0,55;2,80;2,24;3,86;0,08;2,14;-0,07;1,09;80,42;4,34;26,01;0,05;0,95;0,65;12,36;;;8,73;7,02;0,09;1.640.949.623,22
EMAE3;25,35;5,11;7,93;1,22;0,55;31,24;5,06;22,13;34,65;29,72;-13,67;-0,48;1,75;1,92;-0,84;5,67;15,38;6,93;0,30;0,45;0,55;0,31;20,69;16,54;;20,79;3,20;-0,15;1.173.037.999,22
EMAE4;35,63;4,00;11,14;1,71;0,77;31,24;5,06;22,13;48,70;29,72;-13,67;-0,48;2,46;2,70;-1,18;5,67;15,38;6,93;0,30;0,45;0,55;0,31;20,69;16,54;144.717,76;20,79;3,20;-0,21;1.173.037.999,22
EMBR3;13,39;;-465,51;0,69;0,20;18,73;3,05;-0,10;15,93;27,43;11,51;0,50;0,49;0,69;-0,44;2,03;-0,15;-0,04;1,92;0,28;0,70;0,40;1,13;;81.302.555,85;19,39;-0,03;4,80;9.907.422.288,72
ENAT3;16,27;10,50;4,29;1,10;0,72;40,97;61,48;38,35;2,68;2,05;-0,61;-0,25;1,65;2,99;-1,18;2,63;25,67;16,80;25,67;0,65;0,35;0,44;30,52;45,79;23.730.548,85;14,76;3,79;0,05;4.306.071.861,00
ENBR3;22,49;9,75;5,88;1,16;0,37;24,72;22,66;11,65;3,02;5,50;2,49;0,96;0,68;3,40;-0,50;1,66;19,77;6,25;14,22;0,32;0,65;0,54;15,05;27,24;66.954.185,47;19,36;3,83;0,28;13.035.536.961,24
ENEV3;14,98;;20,04;1,74;0,89;38,42;33,00;22,27;13,52;16,46;2,93;0,38;4,46;7,02;-1,24;1,85;8,69;4,46;6,47;0,51;0,49;0,20;18,85;;99.804.302,56;8,60;0,75;1,76;23.746.661.965,91
ENGI11;44,81;7,50;6,67;1,87;0,31;24,82;20,32;9,78;3,21;6,94;3,74;2,17;0,65;7,99;-0,42;1,19;28,00;4,70;12,55;0,17;0,81;0,48;17,81;77,69;91.746.384,85;24,00;6,72;0,69;18.282.449.917,64
ENGI3;13,59;4,94;10,11;2,83;0,48;24,82;20,32;9,78;4,86;6,94;3,74;2,17;0,99;12,12;-0,63;1,19;28,00;4,70;12,55;0,17;0,81;0,48;17,81;77,69;135.307,62;4,80;1,34;1,05;18.282.449.917,64
ENGI4;7,82;8,59;5,82;1,63;0,27;24,82;20,32;9,78;2,80;6,94;3,74;2,17;0,57;6,97;-0,36;1,19;28,00;4,70;12,55;0,17;0,81;0,48;17,81;77,69;257.782,41;4,80;1,34;0,60;18.282.449.917,64
ENJU3;1,42;;-2,68;0,73;0,64;30,49;-106,80;-86,00;-2,16;0,46;2,60;-0,88;2,30;0,85;-4,46;7,98;-27,23;-23,86;-33,82;0,88;0,12;0,28;;;3.016.424,38;1,95;-0,53;-0,14;282.342.889,44
ENMA3B;50,49;6,50;11,58;2,70;1,03;30,41;19,00;13,11;7,99;;1,38;0,47;1,52;7,24;-1,54;1,73;23,30;8,86;15,85;0,38;0,62;0,68;11,48;12,36;;18,72;4,36;-0,90;
ENMA6B;83,99;3,91;19,26;4,49;1,71;30,41;19,00;13,11;13,30;;1,38;0,47;2,53;12,04;-2,57;1,73;23,30;8,86;15,85;0,38;0,62;0,68;11,48;12,36;;18,72;4,36;-1,49;
ENMT3;78,00;3,82;13,66;5,00;1,43;30,03;24,92;15,87;8,70;10,69;1,99;1,14;2,17;18,99;-1,93;1,42;36,57;10,49;20,55;0,29;0,71;0,66;16,93;57,00;42.830,05;15,61;5,71;2,67;17.077.471.242,00
ENMT4;78,00;3,82;13,66;5,00;1,43;30,03;24,92;15,87;8,70;10,69;1,99;1,14;2,17;18,99;-1,93;1,42;36,57;10,49;20,55;0,29;0,71;0,66;16,93;57,00;45.227,67;15,61;5,71;2,67;17.077.471.242,00
EPAR3;11,51;17,54;3,23;2,19;0,69;19,61;6,20;5,82;3,03;3,53;0,50;0,36;0,19;2,43;-2,74;1,61;67,69;21,35;37,61;0,32;0,68;3,67;44,52;88,90;18.076,91;5,26;3,56;0,10;171.045.137,68
EQPA3;6,46;4,49;10,25;3,59;1,12;32,38;23,49;15,41;6,73;7,95;1,19;0,64;1,58;6,72;-1,84;1,73;34,97;10,89;20,27;0,31;0,69;0,71;12,16;31,68;28.048,47;1,80;0,63;0,16;14.332.613.317,36
EQPA5;7,10;4,08;11,27;3,94;1,23;32,38;23,49;15,41;7,39;7,95;1,19;0,64;1,74;7,39;-2,02;1,73;34,97;10,89;20,27;0,31;0,69;0,71;12,16;31,68;8.190,00;1,80;0,63;0,17;14.332.613.317,36
EQPA6;10,48;2,77;16,63;5,82;1,81;32,38;23,49;15,41;10,91;7,95;1,19;0,64;2,56;10,91;-2,98;1,73;34,97;10,89;20,27;0,31;0,69;0,71;12,16;31,68;;1,80;0,63;0,26;14.332.613.317,36
EQPA7;7,80;3,72;12,38;4,33;1,35;32,38;23,49;15,41;8,12;7,95;1,19;0,64;1,91;8,12;-2,22;1,73;34,97;10,89;20,27;0,31;0,69;0,71;12,16;31,68;4.394,00;1,80;0,63;0,19;14.332.613.317,36
EQTL3;24,66;2,60;8,59;1,76;0,39;29,60;19,80;11,63;5,04;9,17;4,13;1,44;1,00;3,37;-0,54;1,73;20,51;4,54;10,95;0,22;0,75;0,39;24,97;35,40;174.264.642,71;14,00;2,87;1,03;27.794.369.482,70
ESPA3;1,90;;27,49;0,66;0,21;27,62;16,15;2,37;4,04;10,85;6,85;1,12;0,65;7,50;-0,33;1,09;2,41;0,78;4,81;0,32;0,68;0,33;;;17.435.715,24;2,87;0,07;-0,29;459.162.864,08
ESTR3;17,80;;-0,55;-0,03;0,05;41,19;14,64;-16,04;0,60;4,59;3,48;;0,09;-0,03;-0,12;0,23;-5,31;-9,56;-4,70;-1,80;2,80;0,60;4,90;;;-606,89;-32,24;-0,01;26.298.320,00
ESTR4;39,90;;-1,24;-0,07;0,12;41,19;14,64;-16,04;1,36;4,59;3,48;;0,20;-0,06;-0,26;0,23;-5,31;-9,56;-4,70;-1,80;2,80;0,60;4,90;;15.099,11;-606,89;-32,24;-0,03;26.298.320,00
ETER3;13,12;7,11;3,47;1,29;0,76;38,60;26,38;20,93;2,75;2,35;-0,39;-0,18;0,73;1,45;-2,68;3,79;37,27;21,98;34,78;0,59;0,41;1,05;6,30;;10.221.773,26;10,16;3,79;-0,21;806.802.069,50
EUCA3;12,25;2,10;2,90;0,56;0,32;34,22;17,67;15,26;2,51;3,05;1,07;0,24;0,44;2,32;-0,50;1,64;19,41;11,02;15,11;0,57;0,43;0,72;16,44;63,39;32.328,94;21,75;4,22;0,09;896.503.048,72
EUCA4;8,37;3,38;1,98;0,38;0,22;34,22;17,67;15,26;1,71;3,05;1,07;0,24;0,30;1,58;-0,34;1,64;19,41;11,02;15,11;0,57;0,43;0,72;16,44;63,39;289.481,21;21,75;4,22;0,06;896.503.048,72
EVEN3;6,79;1,08;8,64;0,76;0,23;25,88;8,86;7,56;7,37;5,21;-2,12;-0,22;0,65;0,63;-0,73;2,21;8,77;2,71;4,79;0,31;0,56;0,36;5,48;145,48;8.141.903,91;8,96;0,79;0,10;1.431.000.000,00
EZTC3;19,38;3,42;10,56;0,98;0,79;42,28;29,15;40,39;14,64;12,55;-2,08;-0,14;4,27;2,06;-1,47;6,35;9,24;7,53;5,38;0,81;0,17;0,19;10,85;11,99;30.594.749,79;19,85;1,83;-0,75;4.280.558.925,11
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;58,95;5,87;4,72;1,83;1,37;49,75;40,94;36,55;4,22;3,57;-0,35;-0,15;1,73;4,18;-2,44;3,91;38,78;28,95;34,11;0,75;0,25;0,79;16,87;73,73;35.286,78;32,20;12,48;0,01;4.840.819.200,00
FESA4;53,21;7,16;4,26;1,65;1,23;49,75;40,94;36,55;3,81;3,57;-0,35;-0,15;1,56;3,77;-2,20;3,91;38,78;28,95;34,11;0,75;0,25;0,79;16,87;73,73;10.482.046,21;32,20;12,48;0,01;4.840.819.200,00
FHER3;14,40;;1,38;1,40;0,24;17,89;13,99;10,64;1,05;2,01;0,97;1,30;0,15;0,90;-0,92;1,55;101,96;17,24;56,66;0,17;0,83;1,62;-3,75;67,16;9.196.810,41;10,26;10,47;0,01;772.852.025,40
FIGE3;12,03;0,21;2,25;0,12;0,12;100,00;92,94;57,43;1,39;0,47;;;1,29;14.219,08;-0,12;;5,24;5,23;;1,00;0,00;0,09;;-4,27;902,50;101,97;5,35;0,01;9.529.251,72
FIGE4;0,00;;0,00;0,00;0,00;100,00;92,94;57,43;0,00;0,47;;;0,00;0,00;0,00;;5,24;5,23;;1,00;0,00;0,09;;-4,27;;101,97;5,35;0,00;9.529.251,72
FIQE3;4,56;3,68;14,77;1,71;0,98;47,73;25,91;19,45;11,09;8,88;-2,19;-0,34;2,87;3,22;-1,92;2,63;11,60;6,62;8,21;0,57;0,43;0,34;;;1.219.731,35;2,66;0,31;0,18;1.647.325.720,95
FLEX3;0,00;;0,00;0,00;0,00;27,22;-3,31;-19,76;0,00;-7,35;-7,35;;0,00;0,00;0,00;0,77;-212,23;-24,92;-37,97;-0,12;1,12;1,26;1,44;;;-14,25;-30,24;0,00;0,00
FLRY3;16,88;4,77;15,49;2,96;0,80;28,40;17,50;8,16;7,22;11,03;3,88;1,59;1,26;9,88;-1,11;1,41;19,08;5,15;11,14;0,27;0,73;0,63;13,06;8,67;27.999.251,15;5,71;1,09;-0,65;5.322.446.732,40
FNCN3;14,25;;-9,75;1,45;1,22;100,00;-54,77;-53,10;-9,45;-9,45;;;5,18;2,46;-3,34;4,66;-14,88;-12,55;;0,84;0,16;0,24;-19,89;;55.843,33;9,82;-1,46;0,38;13.021.336,50
FRAS3;12,61;2,25;16,95;1,94;0,92;28,63;9,82;7,10;12,25;12,08;-0,19;-0,03;1,20;2,25;-2,39;2,93;11,45;5,40;10,16;0,47;0,53;0,76;26,01;25,59;2.128.407,38;6,50;0,74;-0,62;3.410.306.412,09
FRIO3;37,90;;-2,53;-0,70;0,09;18,12;8,99;-2,95;0,83;6,70;5,87;;0,07;-0,39;-0,28;0,76;-27,53;-3,36;12,54;-0,12;1,10;1,14;15,09;;3.781,67;-54,31;-14,95;-0,10;155.645.976,60
FRTA3;3,10;;5,69;-0,10;0,21;14,07;-28,24;10,30;-2,08;-21,33;-19,25;;0,59;-0,08;-0,23;0,03;-1,71;3,70;58,76;-2,16;3,16;0,36;-19,18;;9.836,76;-31,83;0,54;-0,02;6.366.178,60
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;3,27;;3,21;0,45;0,39;-52,20;-32,10;-30,39;3,03;3,46;0,41;0,06;;-6,49;-0,42;0,54;13,98;12,17;12,94;0,87;0,13;-0,40;;;304.716,06;7,30;1,02;;336.692.599,04
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;23,63;;28,35;1,11;0,55;21,17;19,97;5,63;7,99;11,43;2,88;0,40;1,60;-5,23;-0,65;0,59;3,92;1,94;7,87;0,49;0,51;0,34;0,20;-26,26;10.727,80;21,24;0,83;-0,34;2.386.958.616,63
GEPA4;26,10;;31,31;1,23;0,61;21,17;19,97;5,63;8,83;11,43;2,88;0,40;1,76;-5,78;-0,72;0,59;3,92;1,94;7,87;0,49;0,51;0,34;0,20;-26,26;58.155,07;21,24;0,83;-0,37;2.386.958.616,63
GETT11;4,62;9,15;15,46;2,47;0,15;39,25;18,54;16,99;14,17;;1,81;0,31;2,63;5,87;-4,07;1,03;15,97;0,98;9,36;0,06;0,94;0,06;;;1.487.676,50;1,87;0,30;0,20;
GETT3;2,31;8,71;7,73;1,23;0,08;39,25;18,54;16,99;7,08;;1,81;0,31;1,31;2,94;-2,04;1,03;15,97;0,98;9,36;0,06;0,94;0,06;;;75.685,68;1,87;0,30;0,10;
GETT4;2,33;9,29;7,80;1,25;0,08;39,25;18,54;16,99;7,15;;1,81;0,31;1,32;2,96;-2,05;1,03;15,97;0,98;9,36;0,06;0,94;0,06;;;88.075,12;1,87;0,30;0,10;
GFSA3;1,23;;16,74;0,23;0,08;23,32;19,25;2,96;2,57;10,27;7,70;0,70;0,49;0,23;-0,23;2,23;1,40;0,48;1,90;0,35;0,65;0,16;-2,22;;9.121.557,94;5,24;0,07;-0,01;419.372.100,21
GGBR3;20,18;17,24;2,12;0,73;0,45;26,33;26,35;18,95;1,53;1,92;0,21;0,10;0,40;1,72;-0,85;2,22;34,51;21,03;29,68;0,61;0,39;1,11;15,78;;1.296.966,35;27,52;9,50;0,02;38.908.537.665,30
GGBR4;23,96;14,52;2,52;0,87;0,53;26,33;26,35;18,95;1,81;1,92;0,21;0,10;0,48;2,04;-1,01;2,22;34,51;21,03;29,68;0,61;0,39;1,11;15,78;;327.530.781,56;27,52;9,50;0,03;38.908.537.665,30
GGPS3;13,26;1,41;20,29;3,68;1,24;16,04;9,11;5,55;12,35;13,09;0,71;0,21;1,13;4,80;-2,55;2,03;18,12;6,13;11,86;0,34;0,66;1,11;;;40.949.872,91;3,61;0,65;2,14;8.900.430.417,15
GMAT3;6,86;;17,41;2,21;1,33;22,80;5,79;4,69;14,09;15,44;1,33;0,21;0,82;3,22;-3,48;2,98;12,69;7,61;11,36;0,60;0,39;1,62;;;40.097.228,50;3,11;0,39;1,36;15.178.207.562,73
GNDI3;66,95;2,41;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;614.805.285,20;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;9,70;25,77;1,92;0,65;0,13;26,33;26,28;6,39;0,47;0,66;0,18;0,25;0,12;0,51;-0,26;2,26;33,85;7,03;29,17;0,21;0,38;1,10;15,78;;1.357.904,76;14,95;5,06;0,02;10.972.155.152,59
GOAU4;10,34;24,18;2,04;0,69;0,14;26,33;26,28;6,39;0,50;0,66;0,18;0,25;0,13;0,54;-0,27;2,26;33,85;7,03;29,17;0,21;0,38;1,10;15,78;;79.877.032,71;14,95;5,06;0,02;10.972.155.152,59
GOLL4;10,74;;-6,16;-1,70;2,09;2,25;-23,16;-49,38;-13,14;-5,64;-3,93;;3,04;-3,61;-2,59;0,25;-27,67;-33,85;30,92;-1,22;2,22;0,69;-5,51;;98.808.552,85;-6,30;-1,74;-0,11;4.465.261.742,37
