TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BBAS3;43,54;9,91;4,18;0,77;0,06;31,43;16,19;12,62;3,26;3,26;;;0,53;1,89;-0,06;24,89;18,30;1,49;;0,08;0,92;0,12;9,97;22,94;524.129.201,43;56,91;10,42;0,06;124.674.294.540,20
BBDC3;12,15;7,54;6,09;0,81;0,07;36,23;11,76;10,30;5,34;5,65;;;0,63;1,23;-0,08;8,86;13,37;1,18;;0,09;0,91;0,11;8,37;4,42;78.633.429,80;14,92;1,99;1,77;136.899.626.741,79
BBDC4;13,53;7,45;6,79;0,91;0,08;36,23;11,76;10,30;5,95;5,65;;;0,70;1,37;-0,09;8,86;13,37;1,18;;0,09;0,91;0,11;8,37;4,42;660.979.571,17;14,92;1,99;1,98;136.899.626.741,79
BBML3;3.936,42;;2.256,74;2.343,69;151,18;7,00;2,14;4,36;4.591,02;4.602,50;11,48;5,86;98,33;-1.805,14;-242,48;0,82;103,85;6,70;5,91;0,06;0,94;1,54;41,29;87,05;;1,68;1,74;4,59;160.451.699.191,56
BBSE3;34,63;8,42;11,46;9,12;4,29;;;;9,83;9,87;;;;97,15;-7,77;1,11;79,57;37,47;;0,47;0,53;0,00;;8,34;177.249.182,97;3,80;3,02;0,21;69.520.000.000,00
BDLL3;12,70;;0,31;-0,18;0,03;-77,25;-84,23;241,27;-0,89;-7,69;-6,91;;0,75;1,22;-0,06;1,06;-59,33;9,93;-226,19;-0,17;1,17;0,04;-27,58;;7.252,86;-69,20;41,06;0,00;18.096.110,08
BDLL4;10,46;;0,25;-0,15;0,03;-77,25;-84,23;241,27;-0,73;-7,69;-6,91;;0,61;1,00;-0,05;1,06;-59,33;9,93;-226,19;-0,17;1,17;0,04;-27,58;;21.668,58;-69,20;41,06;0,00;18.096.110,08
BEEF3;8,90;10,32;8,28;5,09;0,25;18,52;7,82;2,11;2,23;5,00;2,76;6,30;0,17;1,11;-0,64;1,60;61,42;3,05;14,54;0,05;0,95;1,45;20,68;;116.759.619,23;1,75;1,07;0,92;5.410.895.156,37
BEES3;6,70;8,83;6,12;1,06;0,06;26,05;10,64;7,23;4,16;4,27;;;0,44;0,47;-0,07;;17,36;0,94;;0,05;0,95;0,13;12,53;15,62;94.506,91;6,31;1,09;0,17;2.176.288.109,80
BEES4;7,37;8,02;6,73;1,17;0,06;26,05;10,64;7,23;4,57;4,27;;;0,49;0,52;-0,07;;17,36;0,94;;0,05;0,95;0,13;12,53;15,62;26.348,03;6,31;1,09;0,18;2.176.288.109,80
BFRE11;0,00;;0,00;0,00;0,00;0,00;145,59;123,55;0,00;;;;0,00;0,00;0,00;;7,60;6,90;;0,91;0,09;0,06;;7,82;;288.910,74;21.963,74;0,00;
BFRE12;0,00;;0,00;0,00;0,00;0,00;145,59;123,55;0,00;;;;0,00;0,00;0,00;;7,60;6,90;;0,91;0,09;0,06;;7,82;;288.910,74;21.963,74;0,00;
BGIP3;30,44;7,37;6,16;0,78;0,06;35,90;8,36;7,03;5,18;4,04;;;0,43;-0,35;-0,12;0,75;12,68;0,97;;0,08;0,92;0,14;8,79;-2,49;6.685,29;38,96;4,94;-0,63;362.791.611,15
BGIP4;17,03;14,49;3,45;0,44;0,03;35,90;8,36;7,03;2,90;4,04;;;0,24;-0,20;-0,07;0,75;12,68;0,97;;0,08;0,92;0,14;8,79;-2,49;37.841,16;38,96;4,94;-0,35;362.791.611,15
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;189.680.308,83;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;9.796.295,50;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;44.223.197,08;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;3,72;;-3,27;1,90;0,75;15,24;-82,17;-88,19;-3,51;-4,23;-0,79;0,43;2,88;3,32;-1,36;1,98;-58,17;-22,85;-26,21;0,39;0,61;0,26;299,61;;142.345,40;1,96;-1,14;-0,21;296.700.557,60
BLAU3;19,93;3,64;9,86;1,97;1,43;47,47;32,14;25,78;7,91;7,18;-0,73;-0,18;2,54;2,74;-4,35;4,52;19,95;14,52;16,16;0,73;0,27;0,56;;;11.775.668,09;10,13;2,02;0,85;3.580.703.022,44
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-1,08;-0,14;0,00;-8,15;-2,46;-6,65;0,30;0,70;0,00;;;254.063,54;11,21;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,32;-0,04;0,00;-8,15;-2,46;-6,65;0,30;0,70;0,00;;;224.305,00;11,21;-0,91;0,06;14.115.600,06
BMEB3;12,03;4,09;6,31;0,93;0,08;53,83;7,19;5,46;4,79;4,49;;;0,34;0,70;-0,09;;14,67;1,29;;0,09;0,91;0,24;5,94;22,46;10.669,00;13,00;1,91;0,91;1.182.565.752,12
BMEB4;10,07;5,38;5,28;0,77;0,07;53,83;7,19;5,46;4,01;4,49;;;0,29;0,59;-0,08;;14,67;1,29;;0,09;0,91;0,24;5,94;22,46;57.157,80;13,00;1,91;0,77;1.182.565.752,12
BMGB4;2,06;17,73;19,91;0,29;0,03;41,43;-3,97;0,96;-4,79;-4,81;;;0,19;;-0,03;;1,46;0,14;;0,09;0,91;0,14;19,34;37,39;1.730.496,06;7,08;0,10;-0,27;1.207.291.090,77
BMIN3;18,05;6,69;8,92;0,66;0,35;53,40;31,05;23,54;6,77;6,45;;;2,10;128,46;-0,35;;7,39;3,90;;0,53;0,47;0,17;16,78;;5.747,50;27,38;2,02;0,05;82.961.827,74
BMIN4;12,23;9,87;6,05;0,45;0,24;53,40;31,05;23,54;4,59;6,45;;;1,42;87,04;-0,24;;7,39;3,90;;0,53;0,47;0,17;16,78;;10.243,29;27,38;2,02;0,03;82.961.827,74
BMKS3;389,00;4,60;6,74;0,87;0,76;25,23;56,52;141,77;16,91;0,51;-16,40;-0,84;9,55;0,99;-4,20;15,38;12,90;11,24;2,13;0,87;0,13;0,08;2,51;26,73;8.398,65;447,39;57,72;0,03;176.897.750,00
BMOB3;14,16;1,58;15,04;1,22;0,95;21,48;6,69;5,80;13,04;7,18;-5,87;-0,55;0,87;2,07;-2,74;3,40;8,08;6,34;4,54;0,78;0,22;1,09;;;4.602.249,20;11,64;0,94;1,11;1.287.272.742,72
BNBR3;77,66;7,06;3,33;0,75;0,11;45,53;40,10;24,51;2,03;2,03;;;0,82;1,85;-0,11;;22,40;3,19;;0,14;0,86;0,13;8,76;22,98;11.349,78;104,16;23,33;0,14;6.707.607.894,24
BOAS3;7,52;3,55;13,45;1,82;1,48;57,66;24,71;34,13;18,58;12,21;-6,37;-0,62;4,59;2,96;-4,40;4,11;13,54;11,03;7,93;0,81;0,19;0,32;8,81;76,90;8.886.453,97;4,13;0,56;0,23;4.005.255.362,40
BOBR3;0,00;;0,00;0,00;0,00;34,71;10,72;1,54;0,00;3,25;2,34;;0,00;0,00;0,00;0,65;-14,51;2,61;61,29;-0,18;1,18;1,70;6,05;-29,19;;-0,60;0,09;0,00;143.786.520,54
BOBR4;1,17;;13,50;-1,96;0,35;34,71;10,72;1,54;1,93;3,25;2,34;;0,21;-1,39;-0,67;0,65;-14,51;2,61;61,29;-0,18;1,18;1,70;6,05;-29,19;15.989,97;-0,60;0,09;-0,20;143.786.520,54
BPAC11;23,00;2,86;11,25;2,08;0,24;17,34;19,52;15,80;9,11;9,01;;;1,78;8,49;-2,76;1,03;18,51;2,12;;0,11;0,89;0,13;46,00;30,57;287.759.076,83;11,05;2,04;1,10;87.254.742.787,33
BPAC3;11,48;1,91;16,84;3,12;0,36;17,34;19,52;15,80;13,63;9,01;;;2,66;12,71;-4,13;1,03;18,51;2,12;;0,11;0,89;0,13;46,00;30,57;65.133,91;3,68;0,68;1,65;87.254.742.787,33
BPAC5;5,49;3,99;8,06;1,49;0,17;17,34;19,52;15,80;6,52;9,01;;;1,27;6,08;-1,98;1,03;18,51;2,12;;0,11;0,89;0,13;46,00;30,57;35.191,65;3,68;0,68;0,79;87.254.742.787,33
BPAN4;5,11;5,45;9,74;0,91;0,12;52,60;6,81;5,66;8,09;8,17;;;0,55;;-0,12;;9,38;1,20;;0,13;0,87;0,21;8,24;43,43;15.118.537,29;5,60;0,52;-0,44;6.569.708.228,04
BPAR3;182,07;5,69;7,28;1,02;0,11;55,65;14,23;8,39;4,30;4,30;;;0,61;1,27;-0,12;;14,01;1,56;;0,11;0,89;0,19;4,66;0,56;;178,47;25,00;0,30;1.733.606.633,43
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;24,03;12,38;2,53;1,21;1,19;;;;2,59;2,47;-0,23;-0,11;;11,85;-1,34;9,56;47,59;47,02;46,55;0,99;0,01;0,00;;9,87;1.280.991,77;19,93;9,48;-0,05;9.838.975.874,78
BRAP4;25,64;12,76;2,70;1,29;1,27;;;;2,76;2,47;-0,23;-0,11;;12,64;-1,43;9,56;47,59;47,02;46,55;0,99;0,01;0,00;;9,87;70.923.946,89;19,93;9,48;-0,05;9.838.975.874,78
BRBI11;10,20;8,53;7,25;1,33;0,14;36,49;17,71;22,54;9,22;1,70;-7,52;-1,09;1,63;1,27;-12,42;1,12;18,37;1,88;0,40;0,10;0,90;0,08;;;667.703,37;7,66;1,41;0,34;1.070.956.180,80
BRBI3;0,00;;0,00;0,00;0,00;36,49;17,71;22,54;0,00;1,70;-7,52;-1,09;0,00;0,00;0,00;1,12;18,37;1,88;0,40;0,10;0,90;0,08;;;;2,55;0,47;0,00;1.070.956.180,80
BRBI4;0,00;;0,00;0,00;0,00;36,49;17,71;22,54;0,00;1,70;-7,52;-1,09;0,00;0,00;0,00;1,12;18,37;1,88;0,40;0,10;0,90;0,08;;;;2,55;0,47;0,00;1.070.956.180,80
BRFS3;5,98;;-2,04;0,55;0,11;15,12;-0,25;-5,88;-47,50;-157,40;-109,82;1,27;0,12;1,54;-0,21;1,19;-26,78;-5,47;-1,19;0,20;0,80;0,93;13,70;;115.888.017,83;10,92;-2,93;0,00;6.484.014.743,54
BRGE11;9,50;4,03;8,33;0,38;0,21;-3.678,63;1.397,50;2.207,62;13,16;-15,34;-28,66;-0,84;183,92;0,60;-0,52;2,33;4,61;2,48;2,77;0,54;0,46;0,00;-31,54;10,41;1.426,00;24,71;1,14;0,03;707.958.635,92
BRGE12;9,86;;8,65;0,40;0,21;-3.678,63;1.397,50;2.207,62;13,66;-15,34;-28,66;-0,84;190,89;0,62;-0,54;2,33;4,61;2,48;2,77;0,54;0,46;0,00;-31,54;10,41;7.241,43;24,71;1,14;0,03;707.958.635,92
BRGE3;9,78;;8,58;0,40;0,21;-3.678,63;1.397,50;2.207,62;13,55;-15,34;-28,66;-0,84;189,34;0,62;-0,54;2,33;4,61;2,48;2,77;0,54;0,46;0,00;-31,54;10,41;2.055,40;24,71;1,14;0,03;707.958.635,92
BRGE5;11,31;2,82;9,92;0,46;0,25;-3.678,63;1.397,50;2.207,62;15,67;-15,34;-28,66;-0,84;218,96;0,71;-0,62;2,33;4,61;2,48;2,77;0,54;0,46;0,00;-31,54;10,41;4.755,00;24,71;1,14;0,03;707.958.635,92
BRGE6;9,41;8,14;8,25;0,38;0,20;-3.678,63;1.397,50;2.207,62;13,04;-15,34;-28,66;-0,84;182,18;0,59;-0,52;2,33;4,61;2,48;2,77;0,54;0,46;0,00;-31,54;10,41;47.001,00;24,71;1,14;0,03;707.958.635,92
BRGE7;5,40;8,27;4,74;0,22;0,12;-3.678,63;1.397,50;2.207,62;7,48;-15,34;-28,66;-0,84;104,55;0,34;-0,30;2,33;4,61;2,48;2,77;0,54;0,46;0,00;-31,54;10,41;;24,71;1,14;0,02;707.958.635,92
BRGE8;9,70;3,29;8,51;0,39;0,21;-3.678,63;1.397,50;2.207,62;13,44;-15,34;-28,66;-0,84;187,79;0,61;-0,53;2,33;4,61;2,48;2,77;0,54;0,46;0,00;-31,54;10,41;970,00;24,71;1,14;0,03;707.958.635,92
BRIT3;2,18;0,05;16,13;0,71;0,32;41,86;16,91;6,16;5,88;9,88;4,01;0,48;0,99;2,93;-0,43;1,74;4,40;1,97;4,61;0,45;0,55;0,32;;;1.128.048,77;3,07;0,14;0,01;979.026.916,88
BRIV3;9,57;2,22;7,09;0,50;0,03;16,44;6,00;4,07;4,81;4,82;;;0,29;0,68;-0,03;18,27;7,04;0,45;;0,06;0,94;0,11;20,48;19,19;7.971,41;19,15;1,35;;848.609.957,98
BRIV4;9,59;6,47;7,11;0,50;0,03;16,44;6,00;4,07;4,82;4,82;;;0,29;0,68;-0,03;18,27;7,04;0,45;;0,06;0,94;0,11;20,48;19,19;16.475,79;19,15;1,35;;848.609.957,98
BRKM3;20,20;;-47,97;2,64;0,18;11,77;4,43;-0,35;3,77;8,57;4,88;3,41;0,17;1,57;-0,30;1,42;-5,50;-0,38;8,16;0,07;0,93;1,10;14,40;;277.970,89;7,66;-0,42;0,47;15.764.723.076,90
BRKM5;19,45;;-46,19;2,54;0,18;11,77;4,43;-0,35;3,63;8,57;4,88;3,41;0,16;1,51;-0,29;1,42;-5,50;-0,38;8,16;0,07;0,93;1,10;14,40;;63.459.195,54;7,66;-0,42;0,45;15.764.723.076,90
BRKM6;17,00;;-40,37;2,22;0,15;11,77;4,43;-0,35;3,17;8,57;4,88;3,41;0,14;1,32;-0,25;1,42;-5,50;-0,38;8,16;0,07;0,93;1,10;14,40;;2.013,00;7,66;-0,42;0,39;15.764.723.076,90
BRML3;8,26;0,65;11,94;0,61;0,38;89,05;68,85;39,63;6,87;8,75;1,88;0,17;4,73;18,14;-0,41;1,37;5,09;3,16;6,74;0,62;0,38;0,08;2,70;;113.095.545,00;13,60;0,69;0,06;6.841.542.281,84
BRPR3;63,60;5,60;-0,48;0,17;0,16;100,00;-656,01;-511,97;-0,38;-0,23;0,15;-0,07;2,48;0,35;-0,31;12,93;-34,49;-32,26;-54,94;0,94;0,06;0,06;-7,12;;27.274.024,40;380,34;-131,19;0,00;738.447.643,20
BRQB3;0,00;;0,00;0,00;0,00;36,97;17,63;11,09;0,00;-0,88;-0,88;-0,66;0,00;0,00;0,00;1,93;47,15;20,56;40,18;0,44;0,56;1,85;19,62;113,01;;1,34;0,63;0,00;0,00
BRSR3;11,28;8,11;5,48;0,48;0,04;30,36;5,84;6,47;6,07;5,81;;;0,35;2,88;-0,04;1,87;8,85;0,74;;0,08;0,92;0,11;6,91;-5,11;57.859,46;23,28;2,06;-0,27;4.419.517.946,36
BRSR5;15,02;6,17;7,29;0,65;0,05;30,36;5,84;6,47;8,08;5,81;;;0,47;3,84;-0,06;1,87;8,85;0,74;;0,08;0,92;0,11;6,91;-5,11;3.621,60;23,28;2,06;-0,36;4.419.517.946,36
BRSR6;10,39;8,80;5,05;0,45;0,04;30,36;5,84;6,47;5,59;5,81;;;0,33;2,66;-0,04;1,87;8,85;0,74;;0,08;0,92;0,11;6,91;-5,11;15.898.610,83;23,28;2,06;-0,25;4.419.517.946,36
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;14,29;1,37;16,94;2,33;0,13;32,92;5,20;5,54;18,03;17,22;;;0,94;-0,45;-0,14;0,19;13,75;0,76;;0,06;0,94;0,14;17,77;3,79;3.099,89;6,14;0,84;-0,37;4.955.814.485,00
BSLI4;11,49;1,88;13,62;1,87;0,10;32,92;5,20;5,54;14,50;17,22;;;0,75;-0,37;-0,11;0,19;13,75;0,76;;0,06;0,94;0,14;17,77;3,79;3.342,33;6,14;0,84;-0,30;4.955.814.485,00
BTTL4;11.091,73;;2.597,78;1.434,97;522,14;16,93;8,97;5,84;1.691,89;2,72;0,59;0,50;151,70;2.185,69;-1.980,17;1,48;55,24;20,10;35,14;0,36;0,64;3,44;38,18;;;7,73;4,27;-183,80;207.899.346,32
CALI3;15,19;;8,07;2,39;0,25;23,54;11,81;4,69;3,21;7,31;4,10;3,06;0,38;1,24;-0,51;1,65;29,60;3,08;13,16;0,10;0,90;0,66;65,29;8,74;7.688,08;6,36;1,88;-1,29;56.521.549,49
CALI4;50,00;;26,58;7,87;0,82;23,54;11,81;4,69;10,56;7,31;4,10;3,06;1,25;4,08;-1,67;1,65;29,60;3,08;13,16;0,10;0,90;0,66;65,29;8,74;;6,36;1,88;-4,25;56.521.549,49
CAMB3;5,78;3,83;4,31;1,43;0,63;44,98;20,25;12,86;2,74;3,88;1,11;0,58;0,55;3,25;-1,20;1,70;33,10;14,65;30,44;0,44;0,56;1,14;11,16;4,83;172.941,11;4,05;1,34;0,04;246.886.467,20
CAMB4;6,25;2,72;4,67;1,54;0,68;44,98;20,25;12,86;2,96;3,88;1,11;0,58;0,60;3,51;-1,30;1,70;33,10;14,65;30,44;0,44;0,56;1,14;11,16;4,83;;4,05;1,34;0,04;246.886.467,20
CAML3;6,87;5,34;4,96;0,80;0,28;20,98;8,22;4,71;2,84;6,45;3,62;1,02;0,23;1,02;-0,65;1,95;16,11;5,66;11,24;0,35;0,65;1,20;12,75;19,19;10.595.009,09;8,59;1,38;0,02;2.397.500.000,00
CASH3;0,90;;-13,76;0,97;0,57;-38,44;-38,44;-15,37;-5,50;-0,25;5,25;-0,93;2,12;1,73;-1,79;1,96;-7,08;-4,17;-19,42;0,59;0,41;0,27;70,01;;23.704.899,03;0,92;-0,07;-0,28;778.662.398,70
CASN3;15,01;0,23;154,97;7,66;3,28;44,37;16,75;6,52;60,35;53,84;6,87;0,87;10,11;-82,87;-3,74;0,76;4,94;2,12;5,36;0,43;0,57;0,32;6,67;;;1,96;0,10;-4,87;11.094.218.905,01
CASN4;8,37;0,46;86,42;4,27;1,83;44,37;16,75;6,52;33,65;53,84;6,87;0,87;5,64;-46,21;-2,09;0,76;4,94;2,12;5,36;0,43;0,57;0,32;6,67;;;1,96;0,10;-2,71;11.094.218.905,01
CATA3;103,61;19,03;0,67;0,09;0,04;27,94;7,80;7,01;0,60;1,94;1,34;0,20;0,05;0,16;-0,11;1,65;13,38;5,82;7,04;0,44;0,56;0,83;12,66;;;1.154,40;154,49;0,02;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;27,94;7,80;7,01;0,00;1,94;1,34;0,20;0,00;0,00;0,00;1,65;13,38;5,82;7,04;0,44;0,56;0,83;12,66;;;1.154,40;154,49;0,00;14.940.354,78
CBAV3;5,76;6,66;;0,64;0,28;1,39;0,00;0,00;;;;0,34;0,28;1,65;-0,43;1,95;0,00;0,00;;0,43;0,57;1,00;;;34.710.763,03;8,93;0,00;;3.455.833.331,40
CBEE3;13,00;;-33,80;0,60;0,18;17,39;9,92;-1,19;4,07;10,55;6,48;0,95;0,40;-2,33;-0,23;0,71;-1,76;-0,55;7,33;0,31;0,69;0,46;7,69;;2.424,57;21,79;-0,38;0,16;3.122.728.973,00
CCRO3;13,02;2,53;6,36;2,22;0,52;58,37;52,72;21,55;2,60;4,65;2,05;1,76;1,37;14,18;-0,69;1,17;34,96;8,18;17,92;0,23;0,77;0,38;12,68;18,12;131.603.729,23;5,85;2,05;0,01;26.300.400.000,00
CCXC3;1,16;;-0,10;-0,03;0,39;;;;-2,62;-2,58;0,04;;;-0,03;;0,06;-26,10;-403,26;0,97;-15,45;16,45;0,00;;;;-45,41;-11,85;0,00;1.973.425,64
CEAB3;2,80;;1.038,61;0,29;0,09;50,23;4,34;0,01;3,22;4,94;1,75;0,16;0,14;0,80;-0,18;1,29;0,03;0,01;4,35;0,31;0,69;0,64;4,19;-61,39;14.424.410,71;9,73;0,00;-10,41;856.921.289,04
CEBR3;13,55;26,14;4,97;0,80;0,68;54,06;88,26;60,93;3,43;0,89;-2,60;-0,60;3,03;1,52;-1,58;4,62;16,00;13,66;15,78;0,85;0,15;0,22;-34,71;8,53;104.761,94;17,02;2,72;-0,06;992.982.409,50
CEBR5;13,59;26,06;4,99;0,80;0,68;54,06;88,26;60,93;3,44;0,89;-2,60;-0,60;3,04;1,53;-1,58;4,62;16,00;13,66;15,78;0,85;0,15;0,22;-34,71;8,53;35.467,00;17,02;2,72;-0,06;992.982.409,50
CEBR6;14,00;27,83;5,14;0,82;0,70;54,06;88,26;60,93;3,55;0,89;-2,60;-0,60;3,13;1,57;-1,63;4,62;16,00;13,66;15,78;0,85;0,15;0,22;-34,71;8,53;220.923,63;17,02;2,72;-0,06;992.982.409,50
CEDO3;7,20;;-4,01;0,60;0,08;15,97;5,10;-1,46;1,15;4,72;3,84;2,01;0,06;-1,30;-0,18;0,90;-14,98;-2,04;15,59;0,14;0,86;1,40;14,09;;991.478,88;11,98;-1,80;0,00;54.957.202,88
CEDO4;3,23;;-1,80;0,27;0,04;15,97;5,10;-1,46;0,52;4,72;3,84;2,01;0,03;-0,58;-0,08;0,90;-14,98;-2,04;15,59;0,14;0,86;1,40;14,09;;253.203,71;11,98;-1,80;0,00;54.957.202,88
CEEB3;38,48;12,94;6,44;1,71;0,39;29,18;22,91;11,21;3,15;7,70;3,78;2,05;0,72;-28,82;-0,50;0,94;26,51;6,11;15,12;0,23;0,77;0,55;11,42;54,67;20.683,26;22,55;5,98;-1,05;12.529.643.639,36
CEEB5;35,00;14,23;5,85;1,55;0,36;29,18;22,91;11,21;2,86;7,70;3,78;2,05;0,66;-26,21;-0,45;0,94;26,51;6,11;15,12;0,23;0,77;0,55;11,42;54,67;3.581,33;22,55;5,98;-0,96;12.529.643.639,36
CEEB6;60,68;9,03;10,15;2,69;0,62;29,18;22,91;11,21;4,97;7,70;3,78;2,05;1,14;-45,44;-0,79;0,94;26,51;6,11;15,12;0,23;0,77;0,55;11,42;54,67;;22,55;5,98;-1,66;12.529.643.639,36
CEED3;30,90;;-7,92;-0,77;0,31;13,87;5,69;-5,96;8,29;17,62;9,32;;0,47;6,55;-0,48;1,15;-9,70;-3,89;41,14;-0,40;1,40;0,65;7,74;;3.090,00;-40,21;-3,90;0,24;2.108.929.724,40
CEED4;30,00;;-7,69;-0,75;0,30;13,87;5,69;-5,96;8,05;17,62;9,32;;0,46;6,36;-0,47;1,15;-9,70;-3,89;41,14;-0,40;1,40;0,65;7,74;;3.000,00;-40,21;-3,90;0,24;2.108.929.724,40
CEGR3;88,32;0,81;83,71;19,90;5,37;22,79;13,63;4,47;27,43;28,50;1,06;0,77;3,74;463,34;-7,40;1,04;23,77;6,42;29,85;0,27;0,73;1,44;9,87;-4,16;;4,44;1,06;-1,99;22.931.204.490,24
CEPE3;125,26;0,43;59,53;6,06;0,71;19,63;12,23;1,98;9,64;15,67;6,76;4,25;1,18;8,97;-0,98;1,40;10,17;1,19;10,01;0,12;0,88;0,60;8,38;22,72;;20,68;2,10;-1,02;8.638.460.288,58
CEPE5;40,12;1,35;19,07;1,94;0,23;19,63;12,23;1,98;3,09;15,67;6,76;4,25;0,38;2,87;-0,31;1,40;10,17;1,19;10,01;0,12;0,88;0,60;8,38;22,72;6.418,00;20,68;2,10;-0,33;8.638.460.288,58
CEPE6;43,00;1,39;20,44;2,08;0,24;19,63;12,23;1,98;3,31;15,67;6,76;4,25;0,40;3,08;-0,34;1,40;10,17;1,19;10,01;0,12;0,88;0,60;8,38;22,72;6.183,00;20,68;2,10;-0,35;8.638.460.288,58
CESP3;25,55;;3,42;0,83;0,51;33,55;43,12;108,48;8,60;7,28;-1,26;-0,12;3,71;61,03;-0,58;1,09;24,13;15,05;9,59;0,62;0,38;0,14;8,84;;;30,97;7,47;0,01;8.302.192.833,55
CESP5;25,00;;3,35;0,81;0,50;33,55;43,12;108,48;8,42;7,28;-1,26;-0,12;3,63;59,71;-0,56;1,09;24,13;15,05;9,59;0,62;0,38;0,14;8,84;;;30,97;7,47;0,01;8.302.192.833,55
CESP6;25,25;;3,38;0,82;0,51;33,55;43,12;108,48;8,50;7,28;-1,26;-0,12;3,67;60,31;-0,57;1,09;24,13;15,05;9,59;0,62;0,38;0,14;8,84;;;30,97;7,47;0,01;8.302.192.833,55
CGAS3;116,25;10,25;8,50;14,92;1,22;19,82;15,64;10,40;5,66;7,76;2,11;5,56;0,88;15,95;-1,96;1,25;175,40;14,30;30,22;0,08;0,92;1,38;25,75;23,13;46.400,13;7,79;13,67;-0,59;15.405.518.238,75
CGAS5;127,40;10,29;9,32;16,35;1,33;19,82;15,64;10,40;6,20;7,76;2,11;5,56;0,97;17,48;-2,15;1,25;175,40;14,30;30,22;0,08;0,92;1,38;25,75;23,13;110.047,79;7,79;13,67;-0,64;15.405.518.238,75
CGRA3;29,39;8,13;4,78;0,68;0,49;54,49;13,99;17,45;5,95;4,52;-1,31;-0,15;0,83;1,84;-0,88;2,45;14,31;10,16;9,50;0,71;0,29;0,58;9,76;14,16;73.848,52;43,02;6,15;-0,15;557.441.991,69
CGRA4;28,40;8,41;4,61;0,66;0,47;54,49;13,99;17,45;5,75;4,52;-1,31;-0,15;0,81;1,78;-0,85;2,45;14,31;10,16;9,50;0,71;0,29;0,58;9,76;14,16;160.905,11;43,02;6,15;-0,15;557.441.991,69
CIEL3;5,12;4,91;9,86;1,01;0,13;41,38;25,11;13,20;5,18;6,93;1,77;0,34;1,30;1,11;-1,04;1,15;10,22;1,29;10,27;0,13;0,87;0,10;-1,62;-19,03;121.947.651,60;5,09;0,52;0,22;13.855.756.811,10
CLSA3;5,42;;-27,48;1,37;1,11;34,58;-16,73;-7,27;-11,94;-7,03;4,91;-0,56;2,00;1,93;-3,97;4,98;-4,97;-4,05;-11,57;0,81;0,19;0,56;;;3.831.175,20;3,97;-0,20;0,55;1.018.559.245,20
CLSC3;47,80;10,35;3,41;0,64;0,16;14,27;7,96;5,36;2,30;3,97;1,61;0,45;0,18;3,27;-0,23;1,19;18,65;4,62;11,41;0,25;0,75;0,86;7,34;52,06;25.947,80;75,16;14,01;0,07;1.896.283.105,04
CLSC4;50,09;10,86;3,57;0,67;0,17;14,27;7,96;5,36;2,41;3,97;1,61;0,45;0,19;3,42;-0,24;1,19;18,65;4,62;11,41;0,25;0,75;0,86;7,34;52,06;145.047,03;75,16;14,01;0,07;1.896.283.105,04
